Base ID:,National ID:,Unlic. ID:,Unl. Nat. ID:,Nationality:,,Deprecated nat.:,,Full real name:,Proposed in-game name:,Date of birth:,Soccerway:,Name in home country or alternative:,Real name in-game:,Real name in-game (japanese):,Real name in-game (chinese):,License status:,Adaptability:,Look-alike name:,Look-alike name (japansese):,Fake name:,Fake name (japanese),Fake name (chinese):,PES 2021:,PES 2020:,PES 2019:,PES 2018:,PES 2017:,PES 2016:,PES 2015:
100574,231646,362718,493790,215,Italian,‒,‒,Alessandro Cucciari,A. CUCCIARI,9/11/1969,347573,,,,,UNATTESTED,,,,,,,,,,,,,
100575,231647,362719,493791,236,Spanish,‒,‒,Miguel 'Míchel' Ángel Alonso Naya,MÍCHEL ALONSO,7/24/1974,347737,,,,,UNATTESTED,,,,,,,,,,,,,
100576,231648,362720,493792,147,Chilean,‒,‒,Víctor Javier Rivero Faccioli,,3/15/1980,347845,,V. RIVERO,ビクトル リベロ,,TRUE,64,,,M. TORRELLO,マノロ トレジョ,,PES2021,,PES2019,,,,
100579,231651,362723,493795,236,Spanish,‒,‒,Javier 'Javi' Fernández-Rozada Álvarez,J. ROZADA,7/3/1982,349593,,,,,FALSE,60,,,E. LAVERNIA,エリアス ラベルニア,,,PES2020,,,,,
100580,231652,362724,493796,236,Spanish,‒,‒,Ángel García Cosín,ÁNGEL GARCÍA,,349719,,,,,UNATTESTED,,,,,,,,,,,,,
100582,231654,362726,493798,236,Spanish,‒,‒,Marcos Jiménez González,MARCOS JIMÉNEZ,,350353,,,,,UNATTESTED,,,,,,,,,,,,,
100583,231655,362727,493799,147,Chilean,‒,‒,Francisco Andrés Bozán Santibáñez,,10/21/1986,351351,,F. BOZÁN,"フランシスコ ボサン
フランシスコ ボザン",,TRUE,67,,,L. OLIVE,ルーカス オリーブ,卢卡斯·奥利弗,PES2021,PES2020,PES2019,PES2018,PES2017,,
100585,231657,362729,493801,236,Spanish,‒,‒,Pablo Franco Martín,P. FRANCO,10/16/1973,355317,,,,,FALSE,,,,V. COLSA,バルミロ コルサ,,,,,,,PES2016,
100587,231659,362731,493803,215,Italian,‒,‒,Giovanni Cornacchini,G. CORNACCHINI,7/22/1965,358331,,,,,UNATTESTED,,,,,,,,,,,,,
100588,231660,362732,493804,236,Spanish,‒,‒,Jordi Roger Ceballos,JORDI ROGER,1/21/1979,360927,,,,,UNATTESTED,,,,,,,,,,,,,
100591,231663,362735,493807,215,Italian,‒,‒,Cesare Albè,C. ALBÈ,2/20/1950,362347,,,,,UNATTESTED,,,,,,,,,,,,,
100592,231664,362736,493808,147,Chilean,‒,‒,Iván Endre Saavedra,I. ENDRE,,367129,,,,,UNATTESTED,,,,,,,,,,,,,
100594,231666,362738,493810,232,Scottish,‒,‒,Alexander 'Alex' Francis Neil,A. NEIL,6/9/1981,371129,,,,,FALSE,67,,,"B. STANLEY
F. HEMPLEMAN
H. SHIPMAN
F. HOLE
R. GILLAN
C. BODEN","ビヴァリー スタンリー
フレッド ヘンプルマン
ヒース シップマン
フレディ ホール
ロドニー ギラン
チャス ボーデン",贝弗利·斯坦利,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100598,231670,362742,493814,208,French,‒,‒,Nicolas Usaï,N. USAÏ,5/1/1974,388067,,,,,FALSE,65,,,"A. BOYER
S. JABOUILLE","アルフォンス ボワイエ
シメオン ジャブイユ",阿尔方斯·布瓦耶,PES2021,PES2020,PES2019,,,,
100602,231674,362746,493818,236,Spanish,‒,‒,Imanol Alguacil Barrenetxea,I. BARRENETXEA,7/4/1971,391907,,,,,FALSE,75,,,"O. EZQUERRO
M. ERRANDO","オスカル エスケーロ
マリオ エランド",奥斯卡·埃斯克罗,PES2021,PES2020,PES2019,PES2018,,,
100603,231675,362747,493819,236,Spanish,‒,‒,Antonio 'Rodri' Rodríguez Saravia,RODRI,1/28/1971,391917,,,,,FALSE,,,,G. VIDRE,ガロ ビドレ,,,,,PES2018,,,
100604,231676,362748,493820,236,Spanish,‒,‒,Mateo Ezequiel García,MATEO GARCÍA,3/15/1976,392001,,,,,UNATTESTED,,,,,,,,,,,,,
100606,231678,362750,493822,208,French,‒,‒,Laurent Bénier,L. BÉNIER,,393673,,,,,UNATTESTED,,,,,,,,,,,,,
100607,231679,362751,493823,94,Zambian,‒,‒,Honzour Janza,H. JANZA,,393705,,,,,FALSE,,,,G. BOTHROYD,ガッド ボスロイド,,,,,,,PES2016,
100610,231682,362754,493826,147,Chilean,‒,‒,Mauricio Andrés Pozo Quinteros,M. POZO,8/16/1970,394970,,,,,UNATTESTED,,,,,,,,,,,,,
100611,231683,362755,493827,204,English,‒,‒,Christopher 'Chris' Leroy Ramsey,C. RAMSEY,4/28/1962,395672,,,,,FALSE,,,,A. MILES,アルマン マイルズ,,,,,,,PES2016,
100612,231684,362756,493828,13,Japanese,‒,‒,Tatsuma Yoshida,,6/9/1974,395964,吉田 達磨,T. YOSHIDA,吉田 達磨,,TRUE,,,,,,,,,,,,PES2016,
100613,231685,362757,493829,144,Argentine,‒,‒,Javier Oscar López,J. O. LÓPEZ,,397208,,,,,FALSE,,,,T. BALTANAS,テオドラ バルタナス,,,,,,,PES2016,
100616,231688,362760,493832,146,Brazilian,‒,‒,Fernando José Bernardo Tavares,B. TAVARES,5/2/1980,363797,,,,,UNATTESTED,,,,,,,,,,,,,
100619,231691,362763,493835,162,Australian,‒,‒,Tony Walmsley,T. WALMSLEY,5/10/1966,398871,,,,,UNATTESTED,,,,,,,,,,,,,
100621,231693,362765,493837,228,Portuguese,‒,‒,José Eduardo Dias Borges Viterbo Correia,J. VITERBO,3/23/1962,399087,,,,,FALSE,,,,B. TAVORA,ベネヂト タヴォーラ,,,,,,,PES2016,
100622,231694,362766,493838,146,Brazilian,‒,‒,Marcelo Fernandes,M. FERNANDES,4/20/1971,476384,,,,,FALSE,,,,D. GOIS,ドロス ゴイス,,,,,,,PES2016,
100624,231696,362768,493840,148,Colombian,‒,‒,Nelson Gabriel Gómez Ospina,,6/1/1969,399396,,N. GÓMEZ,ネルソン ゴメス,内尔松·戈麦斯,TRUE,64,,,J. VASCO,ホフレ バスコ,,PES2021,,,,,,
100627,231699,362771,493843,236,Spanish,‒,‒,Loren Morón Vizcaíno,LOREN VIZCAÍNO,2/16/1970,401585,,,,,UNATTESTED,,,,,,,,,,,,,
100628,231700,362772,493844,31,Saudi,‒,‒,Faisal Al-Baden,F. AL-BADEN,,401643,فيصل البدين,,,,FALSE,,,,J. SHAMS,ジャン シャムス,,,,,,,PES2016,
100629,231701,362773,493845,148,Colombian,‒,‒,Francisco Cortés Correa,F. CORTÉS,,401746,,,,,FALSE,,,,J. MANZANO,ファン パブロ マンザーノ,,,,,,,PES2016,
100636,231708,362780,493852,147,Chilean,‒,‒,Pedro Rubén Rivera Porra,P. RIVERA,9/27/1976,22061,,,,,UNATTESTED,,,,,,,,,,,,,
100642,231714,362786,493858,144,Argentine,‒,‒,Fernando Berón,,7/1/1967,406322,,F. BERÓN,フェルナンド ベロン,费尔南多·贝隆,TRUE,62,,,,,,PES2021,PES2020,,,PES2017,,
100644,231716,362788,493860,197,Belgian,‒,‒,Hein Vanhaezebrouck,,2/16/1964,114526,,VANHAEZEBROUCK,"ハイン ファンハエゼブラウク
ファンハエゼブラウク",范黑泽布鲁克,TRUE,75,,,,,,PES2021,,PES2019,PES2018,,PES2016,
100645,231717,362789,493861,146,Brazilian,‒,‒,Wesley Oliveira de Carvalho,W. CARVALHO,,405539,,,,,FALSE,58,,,"X. PIRES
O. MOREIRA","サンチ ピレス
オタヴィオ モレイラ",,,,PES2019,,PES2017,PES2016,
100647,231719,362791,493863,146,Brazilian,‒,‒,Roger Machado Marques,R. MACHADO,4/25/1975,9132,,,,,FALSE,72,,,"T. GOIOS
F. ABREU
T. CORTE REAL
T. LIMA","トリスタン ゴイオス
フィリペ アブレウ
トゥブルシオ コルテ レアル
タデウ リマ",特里斯唐·戈约斯,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100649,231721,362793,493865,146,Brazilian,‒,‒,Luiz Carlos 'Lisca' Cirne Lima de Lorenzi,LISCA,8/11/1972,136484,,,,,FALSE,68,,,"R. MALAFAIA
B. PEREIRO","ホドリゴ マラファイア
ベネヂト ペレイロ",罗德里戈·马拉法亚,PES2021,PES2020,PES2019,,PES2017,,
100650,231722,362794,493866,146,Brazilian,‒,‒,Aílton dos Santos Silva,AÍLTON SILVA,10/31/1966,275301,,AILTON SILVA,アイウトン シウヴァ,阿尔顿·席尔瓦,TRUE,58,,,,,,,PES2020,PES2019,,,,
100652,231724,362796,493868,204,English,‒,‒,Paul Clement,,1/8/1972,406435,,P. CLEMENT,ポール クレメント,保罗·克莱门特,TRUE,74,,,"R. WHEELER
L. ARFWEDSON
M. DEEN","ロニー ウィーラー
ルーカス アルフェドソン
マティ ディーン",,PES2021,,PES2019,PES2018,PES2017,PES2016,
100654,231726,362798,493870,210,German,‒,‒,Dieter-Klaus Hecking,,9/12/1964,112238,,D. HECKING,ディーター ヘッキング,,TRUE,,,,,,,,,,,,PES2016,
100655,231727,362799,493871,238,Swiss,‒,‒,Lucien Favre,,11/2/1957,176620,,L. FAVRE,リュシアン ファヴル,,TRUE,80,,,"H. VON BISMARCK
U. HUNT
T. MANN","ハイナー フォン ビスマルク
ウード ハント
トム マン",,,,PES2019,PES2018,PES2017,PES2016,
100656,231728,362800,493872,224,Dutch,‒,‒,Mitchell van der Gaag,M. VAN DER GAAG,10/22/1971,135889,,,,,FALSE,71,,,"H. KOK
Z. PETERS
T. SANDERS
K. EVERS","ヘイコ コク
ゼヘル ペテルス
テロニアウス サンデルス
コリソエイン エフェルス",,,,PES2019,PES2018,PES2017,,
100657,231729,362801,493873,239,Ukrainian,‒,‒,Serhiy Stanislavovych Rebrov,,6/3/1974,695,Сергій Станіславович Ребров,S. REBROV,セルゲイ レブロフ,,TRUE,70,,,,,,PES2021,,PES2019,PES2018,PES2017,PES2016,
100658,231730,362802,493874,146,Brazilian,‒,‒,Osmar Loss Vieira,O. LOSS,7/3/1975,136489,,,,,FALSE,63,,,G. NOGUEIRA,グラウシオ ノゲイラ,格劳西奥·诺盖拉,,PES2020,PES2019,,,,
100659,231731,362803,493875,146,Brazilian,‒,‒,Misomar Rodrigues de Amorim Júnior,JÚNIOR AMORIM,10/3/1972,71713,,,,,FALSE,65,,,R. POSSUELO,フイ ポスエロ,鲁伊·波苏埃洛,PES2021,PES2020,,,,,
100663,231735,362807,493879,144,Argentine,‒,‒,Mario Alfredo Sciacqua,,8/30/1970,196312,,M. SCIACQUA,マリオ シャクワ,马里奥·西亚夸,TRUE,68,,,A. LUKE,エイブラハム リューク,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100664,231736,362808,493880,146,Brazilian,‒,‒,Marcelo Ribeiro Cabo,,12/6/1966,268198,,MARCELO CABO,マルセロ カボ,马塞洛·卡博,TRUE,65,,,E. PERES,エドゥアルテ ペレス,爱德华特·佩雷斯,PES2021,PES2020,,PES2018,,,
100665,231737,362809,493881,228,Portuguese,‒,‒,Jaime Pacheco,,7/22/1958,113228,,JAIME PACHECO,ジャイメ パシェコ,,TRUE,,,,,,,,,,,,PES2016,
100666,231738,362810,493882,11,Iranian,‒,‒,Hamid Reza Derakhshan,,1/23/1959,163739,حمید درخشان‎,H. DERAKHSHAN,ハミド デラフシャン,,TRUE,,,,,,,,,,,,PES2016,
100667,231739,362811,493883,215,Italian,‒,‒,Giovanni 'Gianni' De Biasi,,6/16/1956,114061,,G. DE BIASI,ジャンニ デ ビアージ,乔瓦尼·德比亚西,TRUE,75,,,"S. ORGIANI
M. FRONDONI","サウル オルジャーニ
マヌエル フロンドーニ",,PES2021,,PES2019,PES2018,PES2017,PES2016,
100668,231740,362812,493884,237,Swedish,‒,‒,Lars Edvin 'Lasse' Lagerbäck,,7/16/1948,130152,,L. LAGERBÄCK,ラーシュ ラゲルベック,拉斯·拉格贝克,TRUE,77,,,"K. FERSEN
C. AAKESSON
O. FERNSTROEM
A. MALMER","クヌート フェルセン
クリストフェル オーケソン
ウッレ フェルンストレーム
アントン マルメル",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100669,231741,362813,493885,224,Dutch,‒,‒,Dirk Franciscus 'Danny' Blind,,8/1/1961,221781,,D. BLIND,ダニー ブリント,,TRUE,,,,,,,,,,,PES2017,PES2016,
100670,231742,362814,493886,238,Swiss,‒,‒,Urs Fischer,,2/20/1966,195455,,U. FISCHER,ウルス フィッシャー,,TRUE,,,,,,,,,,PES2018,PES2017,PES2016,
100671,231743,362815,493887,228,Portuguese,‒,‒,Vítor Fernando de Carvalho Campelos,,5/11/1975,394973,,VÍTOR CAMPELOS,ヴィートル カンペロス,维托尔·坎佩洛斯,TRUE,63,,,M. HENRIQUES,マノエウ エンリケス,,PES2021,PES2020,,PES2018,,,
100672,231744,362816,493888,144,Argentine,‒,‒,Ariel Enrique Holan,,9/14/1960,407090,,A. HOLAN,アリエル オラン,阿列尔·奥兰,TRUE,75,,,V. DE LA VEGA,ビセンテ デ ラ ベガ,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100673,231745,362817,493889,144,Argentine,‒,‒,Claudio Alejandro Vivas,,8/12/1968,309943,,C. VIVAS,クラウディオ ビバス,克劳迪奥·比瓦斯,TRUE,70,,,,,,,PES2020,PES2019,,,PES2016,
100674,231746,362818,493890,144,Argentine,‒,‒,Gabriel Iván Heinze,,4/19/1978,107,,G. HEINZE,ガブリエル エインセ,加布里埃尔·海因策,TRUE,71,,,F. DE GANTE,フェデリコ デ ガンテ,,,PES2020,PES2019,PES2018,,PES2016,
100675,231747,362819,493891,144,Argentine,‒,‒,José Alberto Rossi,J. A. ROSSI,,247009,,,,,FALSE,,,,S. VELLISCA,サムエル ベリスカ,,,,,,,PES2016,
100676,231748,362820,493892,144,Argentine,‒,‒,Lucas Ademar Bernardi,,9/27/1977,408939,,L. BERNARDI,ルーカス ベルナルディ,卢卡斯·贝尔纳迪,TRUE,70,,,,,,,PES2020,PES2019,PES2018,PES2017,PES2016,
100677,231749,362821,493893,144,Argentine,‒,‒,Roberto Pompei,R. POMPEI,3/14/1970,221192,,,,,FALSE,,,,E. DUENAS,エゴイ ドゥエニャス,,,,,,,PES2016,
100678,231750,362822,493894,146,Brazilian,‒,‒,Hudson José Coutinho,H. COUTINHO,,281926,,,,,FALSE,,,,A. FIGUEIRA,アポリナリオ フィゲイラ,,,,,,,PES2016,
100679,231751,362823,493895,146,Brazilian,‒,‒,Jorge José de Amorim Campos,JORGINHO,8/17/1964,149493,,,,,FALSE,72,,,"X. MOITEIRO
S. NEVES","サンチ モイテイロ
セバスチャン ネヴェス",尚蒂·莫伊泰罗,,PES2020,PES2019,PES2018,,,
100680,231752,362824,493896,146,Brazilian,‒,‒,Artur Alves da Silva Neto,A. NETO,1/17/1955,164514,,,,,FALSE,,,,H. PIRES,エリオドロ ピレス,,,,,,,PES2016,
100681,231753,362825,493897,146,Brazilian,‒,‒,Paulo César Lopes de Gusmão,PC GUSMÃO,5/19/1962,127430,,,,,FALSE,,,,M. DOMINGUES,ミゲウ ドミンゲス,,,,,,PES2017,PES2016,
100682,231754,362826,493898,146,Brazilian,‒,‒,Ricardo Gomes Raymundo,R. GOMES,12/13/1964,82767,,,,,FALSE,,,,"M. PERES
P. SOTOMAIOR","マリオ ペレス
プロ ソトマジョル",,,,,,PES2017,PES2016,
100683,231755,362827,493899,147,Chilean,‒,‒,Arturo Andrés Norambuena Ardiles,A. NORAMBUENA,11/24/1971,407072,,,,,FALSE,,,,T. LAMPREAVE,ショミン ランプレアベ,,,,,,,PES2016,
100684,231756,362828,493900,148,Colombian,‒,‒,Alexis Antonio Mendoza Barrina,,11/8/1961,133592,,A. MENDOZA,アレクシス メンドーサ,,TRUE,68,,,"J. SALCEDO
B. LIZARDI","ファン パブロ サルセド
バルタサル リサルディ",,,PES2020,PES2019,,,PES2016,
100685,231757,362829,493901,149,Ecuadorian,‒,‒,Geovanny Patricio Cumbicus Castillo,G. CUMBICUS,1/25/1980,408114,,,,,FALSE,,,,A. MONSARVACHE,アルベルト モンサルバチェ,,,,,,,PES2016,
100686,231758,362830,493902,208,French,‒,‒,Denis Renaud,D. RENAUD,9/20/1974,163499,,,,,FALSE,,,,"Y. JONCIERES
C. GAGNEUX","ヤン ジョンシエール
シャルル ギョーム ガニュー",,,,,PES2018,PES2017,PES2016,
100687,231759,362831,493903,208,French,‒,‒,Franck Passi,F. PASSI,3/23/1966,247900,,,,,FALSE,65,,,"J. GOUBLIER
C. BOULLION","ジャック マリー グーブリエ
シャルル シモン ブリオン",,PES2021,PES2020,,PES2018,PES2017,,
100688,231760,362832,493904,215,Italian,‒,‒,Marco Simone,,1/7/1969,208326,,M. SIMONE,マルコ シモーネ,马尔科·西莫内,TRUE,66,,,"E. CARCANI
B. LOY
G. TARANTINO","エミーリオ カルカーニ
ビアージョ ロイ
ジャンマルコ タランティーノ",,PES2021,PES2020,,,PES2017,PES2016,
100689,231761,362833,493905,224,Dutch,‒,‒,Alfons 'Fons' Groenendijk,A. GROENENDIJK,5/17/1964,110884,,,,,FALSE,72,,,"T. PETERS
F. KUIJPERS
S. VAN DER MEER
R. VAN DE VEN","テイン ペテルス
フレールク カイペルス
ステーフ ファン デル メール
ロナント ファン デン フェン",泰恩·彼得斯,,PES2020,PES2019,PES2018,PES2017,PES2016,
100690,231762,362834,493906,224,Dutch,‒,‒,Erik ten Hag,E. TEN HAG,2/2/1970,255436,,,,,FALSE,83,,,"P. BOER
N. SMITS
M. BOSMAN
M. KONING","ピーチェ ブール
ネルフェ スミツ
マウク ボスマン
ミヒール コニング",皮特耶·博埃尔,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100691,231763,362835,493907,224,Dutch,‒,‒,Ernest Anthonius Jacobus Faber,E. FABER,8/27/1971,139255,,,,,FALSE,71,,,"S. MAAS
J. KOK
K. VAN DEN POL
H. VAN LOON","シルフェイン マース
ヤープ ヤン コク
カミール ファン デン ポル
ハイベルト ファン ローン",希尔维恩·马斯,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100692,231764,362836,493908,150,Paraguayan,‒,‒,Éver Hugo Almeida Almada,ÉVER ALMEIDA,7/1/1948,170125,,,,,FALSE,72,,,"J. MURCIA
O. LYS","ヨハン ムルシア
オイエル リス",,,,PES2019,,,PES2016,
100693,231765,362837,493909,228,Portuguese,‒,‒,Carlos Augusto Soares da Costa Faria Carvalhal,,12/4/1965,199359,,C. CARVALHAL,カルロス カルヴァリャル,卡洛斯·卡瓦利亚尔,TRUE,76,,,"G. DIAS
T. DA GAMA
M. LOBATO
B. MENESES","グラウシオ ディアス
チアゴ ダ ガマ
マルティン ロバト
ベウミロ メネゼス",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100694,231766,362838,493910,228,Portuguese,‒,‒,Luís Maria Cabral Norton de Matos,L. NORTON DE MATOS,12/14/1953,183458,,,,,FALSE,,,,A. BARRETO,アフォンソ バレト,,,,,,,PES2016,
100695,231767,362839,493911,228,Portuguese,‒,‒,Ricardo Manuel Andrade e Silva Sá Pinto,,10/10/1972,229911,,SÁ PINTO,サ ピント,萨·平托,TRUE,68,,,A. VASCONCELOS,アダルベルト ヴァスコンセロス,,PES2021,PES2020,PES2019,,,PES2016,
100696,231768,362840,493912,228,Portuguese,‒,‒,Rui Miguel Garcia Lopes de Almeida,,9/29/1969,411515,,RUI ALMEIDA,ルイ アルメイダ,鲁伊·阿尔梅达,TRUE,70,,,"F. CASTELO
E. MOITEIRO
G. VALCARCE
C. MOURA
B. LOBO","フィロメノ カステロ
エリコ モイテイロ
グラウシオ バルカルセ
カルロス モウラ
ベウミロ ロボ",费洛梅诺·卡斯特洛,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100697,231769,362841,493913,228,Portuguese,‒,‒,Vítor Manuel 'Paneira' da Costa Araújo,V. PANEIRA,2/16/1966,212689,,,,,FALSE,,,,I. GOIOS,イナシオ ゴイオス,,,,,,,PES2016,
100698,231770,362842,493914,303,Serbian,‒,‒,Dejan Petković,D. PETKOVIĆ,9/10/1972,9174,Дејан Петковић,,,,FALSE,,,,"R. JOSIPOVIC
O. MAMIC","レナト ヨシポヴィッチ
オリンコ マミッチ",,,,,PES2018,PES2017,PES2016,
100699,231771,362843,493915,236,Spanish,‒,‒,Rubén Baraja Vegas,R. BARAJA,7/11/1975,3020,,,,,FALSE,65,,,"G. ALMUNIA
L. GALDEANO
A. ZABARETA
A. CANALEJAS","ガロ アルムニア
レオン ガルデアーノ
アンドニ サバレッタ
アレクシス カナレハス",加洛·阿尔穆尼亚,PES2021,PES2020,,PES2018,PES2017,PES2016,
100700,231772,362844,493916,238,Swiss,‒,‒,Daniel Eduardo Raschle Matucheski,D. RASCHLE,8/15/1963,179227,,,,,FALSE,,,,H. SCHIPHORST,ハイコ シフォルスト,,,,,,,PES2016,
100701,231773,362845,493917,152,Uruguayan,‒,‒,Gerardo Cono Pelusso Boyrie,G. PELUSSO,2/25/1954,198728,,,,,FALSE,79,,,"J. MUNS
A. MERCERO","ホルディ ムニョス
アマンド メルチェロ",,,,PES2019,,,PES2016,
100702,231774,362846,493918,152,Uruguayan,‒,‒,Gustavo Adolfo Munúa Vera,G. MUNUA,1/27/1978,3055,,,,,FALSE,,,,J. RABAL,ホルヘ ラバル,,,,,,,PES2016,
100703,231775,362847,493919,152,Uruguayan,‒,‒,Luis Alberto González Albano,LUIS ALBERTO GONZÁLEZ,11/21/1958,421975,,,,,FALSE,,,,F. DE LANDA,ファドリケ デ ランダ,,,,,,,PES2016,
100704,231776,362848,493920,153,Venezuelan,‒,‒,Francesco Stifano Garzone,,7/19/1979,247504,,F. STIFANO,フランセスコ スティファノ,弗朗切斯科·斯蒂法诺,TRUE,65,,,"N. BEITIA
E. LAS CASAS","ニコラス ベイティア
エリアス ラス カサス",,PES2021,,,,,PES2016,
100705,231777,362849,493921,153,Venezuelan,‒,‒,José Francisco González Quijada,J. F. GONZÁLEZ,7/21/1971,347735,,,,,FALSE,,,,F. GUERRERRO,フランシスコ ゲレーロ,,,,,,,PES2016,
100706,231778,362850,493922,144,Argentine,‒,‒,Luis Francisco Zubeldía,,1/13/1981,157285,,L. ZUBELDÍA,ルイス スベルディア,路易斯·苏韦尔迪亚,TRUE,71,,,"H. CULEBRAS
R. NUNEZ
O. ESTEVE
J. BERRUET","アリッツ クレブラス
ラフィタ ヌニェス
オレゲール エステーベ
ホセ アントニオ ベルエト",,PES2021,PES2020,PES2019,PES2018,,PES2016,
100707,231779,362851,493923,144,Argentine,‒,‒,Carlos Ramacciotti,C. RAMACCIOTTI,5/29/1955,20792,,,,,FALSE,,,,M. LAMBERT,ミチェル ランベルト,,,,,,,PES2016,
100708,231780,362852,493924,145,Bolivian,‒,‒,Marcelo Claros,M. CLAROS,,413821,,,,,FALSE,,,,L. ENGONGA,リパティン エンゴンガ,,,,,,,PES2016,
100709,231781,362853,493925,148,Colombian,‒,‒,Alberto Miguel Gamero Morillo,,2/3/1964,198929,,A. GAMERO,アルベルト ガメロ,阿尔韦托·加梅罗,TRUE,69,,,"F. ESCUREDO
I. CABANILLES","フランシスコ エスクレド
イスマエル カバニーリェス",弗朗西斯科·埃斯库雷多,PES2021,PES2020,PES2019,,,PES2016,
100710,231782,362854,493926,148,Colombian,‒,‒,Walter Fernando Aristizabal Serna,W. ARISTIZÁBAL,4/13/1966,214434,,,,,FALSE,,,,B. RANIER,バルタサル ラニエリ,,,,,,,PES2016,
100711,231783,362855,493927,152,Uruguayan,‒,‒,Eduardo Rivera Mort,E. RIVERA,5/28/1961,221062,,,,,FALSE,,,,M. LAFUENTE,マリアーノ ラフエンテ,,,,,,,PES2016,
100712,231784,362856,493928,152,Uruguayan,‒,‒,Juan Ramón Tejera Pérez,J. TEJERA,2/23/1956,281206,,,,,FALSE,,,,H. ARDAVIN,エルナン アルダビン,,,,,,,PES2016,
100713,231785,362857,493929,152,Uruguayan,‒,‒,Jorge Antonio Giordano Moreno,J. GIORDANO,2/27/1965,171496,,,,,FALSE,,,,A. CASTELLET,アグスティン カステリェト,,,,,,,PES2016,
100714,231786,362858,493930,153,Venezuelan,‒,‒,Jhonny Ferreira Camacho,J. FERREIRA,,298434,,,,,FALSE,,,,I. LULLI,イスラエル ルリ,,,,,,,PES2016,
100715,231787,362859,493931,190,Turkish,‒,‒,Şenol Güneş,,6/1/1952,110716,,"S. GÜNEŞ
Ş. GÜNEŞ",シェノル ギュネシュ,谢诺尔·居内什,TRUE,80,,,,,,PES2021,PES2020,PES2019,PES2018,PES2017,,
100716,231788,362860,493932,303,Serbian,‒,‒,Slavoljub Muslin,S. MUSLIN,6/15/1953,176047,Славољуб Муслин,,,,FALSE,78,,,H. BALOG,フルヴォイェ バログ,,,,PES2019,PES2018,,,
100717,231789,362861,493933,224,Dutch,‒,‒,Pascal Jansen,P. JANSEN,1/27/1973,411091,,,,,FALSE,63,,,M. KUIJPERS,メレイン カイペルス,梅赖恩·克伊珀斯,PES2021,,,,,,
100718,231790,362862,493934,144,Argentine,‒,‒,Germán Luis Corengia,G. CORENGIA,4/27/1981,223805,,,,,FALSE,61,,,R. TAMUDO,ロベルト タムード,罗伯托·塔穆多,PES2021,PES2020,,,,,
100719,231791,362863,493935,144,Argentine,‒,‒,Hernán Jorge Crespo,,7/5/1975,117,,H. CRESPO,エルナン クレスポ,埃尔南·克雷斯波,TRUE,69,,,M. PINILLO,マルセロ ピニーリョス,,PES2021,PES2020,PES2019,,,PES2016,
100720,231792,362864,493936,144,Argentine,‒,‒,Eduardo Rodrigo Domínguez,,9/1/1978,24757,,E. DOMÍNGUEZ,エドゥアルド ドミンゲス,爱德华多·多明格斯,TRUE,68,,,J. PRIETO,ファン アントニオ プリエト,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
100721,231793,362865,493937,236,Spanish,‒,‒,José Miguel 'Míchel' González Martín del Campo,MÍCHEL GONZÁLEZ,3/23/1963,110784,,,,,FALSE,76,,,"B. UNANUA
J. AZCONA","ブラス ウナヌア
ホアキン アスコナー",,PES2021,,,PES2018,PES2017,PES2016,
100722,231794,362866,493938,236,Spanish,‒,‒,Juan Ramón López Muñiz,J. MUÑIZ,11/2/1968,110792,,,,,FALSE,,,,"A. TAULER
G. DEL PINO
L. ARANAZ","アマンド タウレル
ゴルカ デル ピノ
ルーカス アラナス",,,,,PES2018,PES2017,PES2016,
100723,231795,362867,493939,236,Spanish,‒,‒,Luis Milla Aspas,L. MILLA,3/12/1966,137435,,,,,FALSE,,,,J. CASCOS,ファン バウティスタ カスコス,,,,,,PES2017,PES2016,
100724,231796,362868,493940,209,Georgian,‒,‒,Temuri 'Temur' Ketsbaia,,3/18/1968,150010,თემურ ქეცბაია,T. KETSBAIA,テムル ケツバイア,,TRUE,,,,,,,,,,,,PES2016,
100725,231797,362869,493941,215,Italian,‒,‒,Vincenzo Torrente,V. TORRENTE,2/12/1966,168770,,,,,FALSE,,,,G. BERRETTONI,グラツィアーノ ベレットーニ,,,,,,PES2017,PES2016,
100726,231798,362870,493942,146,Brazilian,‒,‒,José Omar Feitosa Alves,O. FEITOSA,,414944,,,,,FALSE,,,,J. ANDRADE,ジョアン アンドラージ,,,,,,,PES2016,
100727,231799,362871,493943,144,Argentine,‒,‒,Sebastián Andrés Beccacece,,12/17/1980,431500,,S. BECCACECE,セバスティアン ベッカセセ,塞瓦斯蒂安·贝卡切切,TRUE,72,,,A. EXPOSITO,アルバロ エスポシト,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
